payment_attempt_id,payment_method_id,payment_result_id,order_id,amount,payment_attmept_ts
6423,6,2,5719,675.20,2025-10-02 12:06:13
6424,1,2,5720,713.81,2025-06-18 17:23:34
6425,9,3,5721,1648.38,2025-01-14 12:17:43
6426,6,2,5721,1648.38,2025-01-14 12:21:43
6427,9,2,5722,14171.91,2025-06-24 08:40:39
6428,10,2,5723,1529.56,2025-02-06 06:48:22
6429,9,2,5724,449.10,2025-05-09 11:34:26
6430,2,2,5725,789.08,2025-09-26 09:33:55
6431,1,2,5726,668.67,2025-02-03 03:10:17
6432,7,2,5727,2053.38,2025-01-08 08:55:29
6433,3,2,5728,1682.42,2025-04-11 15:19:14
6434,9,2,5729,1402.35,2025-10-05 23:35:27
6435,6,2,5730,1058.98,2025-09-06 00:18:43
6436,4,2,5731,548.02,2025-01-10 15:32:14
6437,7,2,5732,2534.76,2025-03-22 07:05:55
6438,9,2,5733,1084.41,2025-02-18 20:14:49
6439,10,2,5734,4090.10,2025-09-26 06:43:13
6440,6,3,5735,30000.94,2025-01-08 18:21:53
6441,2,2,5735,30000.94,2025-01-08 18:25:53
6442,4,2,5736,1404.11,2025-12-16 20:08:16
6443,2,2,5737,19883.92,2025-08-24 05:41:53
6444,6,2,5738,6514.41,2025-07-08 00:30:55
6445,2,3,5739,1494.66,2025-04-26 08:35:59
6446,9,2,5739,1494.66,2025-04-26 08:39:59
6447,7,2,5740,2113.24,2025-12-15 08:43:30
6448,7,2,5741,1276.95,2025-08-10 15:56:27
6449,10,2,5742,8006.29,2025-08-20 04:32:44
6450,8,2,5743,3055.76,2025-10-20 10:19:03
6451,4,2,5744,11264.26,2025-08-21 09:24:18
6452,4,2,5745,2114.19,2025-12-29 13:54:55
6453,5,2,5746,2036.86,2025-12-28 00:14:11
6454,7,2,5747,10853.48,2025-03-27 11:39:24
6455,7,2,5748,643.01,2025-11-04 21:59:51
6456,9,2,5749,1585.43,2025-04-13 17:39:30
6457,7,2,5750,3023.92,2025-05-21 02:16:29
6458,9,3,5751,812.09,2025-06-08 03:08:04
6459,8,2,5751,812.09,2025-06-08 03:12:04
6460,4,2,5752,1357.20,2025-05-23 23:40:14
6461,8,2,5753,2585.27,2025-09-11 03:40:06
6462,7,2,5754,613.09,2025-03-10 15:06:43
6463,6,3,5755,1838.94,2025-12-13 20:30:18
6464,8,2,5755,1838.94,2025-12-13 20:34:18
6465,4,2,5756,4757.42,2025-01-24 15:13:18
6466,5,3,5757,15701.11,2025-01-09 13:14:29
6467,5,2,5757,15701.11,2025-01-09 13:18:29
6468,5,2,5758,1888.65,2025-06-20 14:40:28
6469,5,2,5759,461.91,2025-07-14 06:28:34
6470,2,2,5760,1931.91,2025-12-22 13:38:13
6471,4,2,5761,799.76,2025-12-31 02:22:44
6472,9,2,5762,2468.16,2025-02-05 22:06:56
6473,3,2,5763,7236.74,2025-01-25 03:01:44
6474,9,3,5764,1309.52,2025-10-21 19:45:48
6475,5,2,5764,1309.52,2025-10-21 19:49:48
6476,2,2,5765,4164.53,2025-08-27 20:12:22
6477,10,2,5766,4587.94,2025-11-07 16:42:51
6478,9,2,5767,3428.72,2025-02-15 02:49:33
6479,7,2,5768,2572.39,2025-05-31 23:28:28
6480,7,2,5769,1920.98,2025-11-21 00:19:00
6481,1,2,5770,242.40,2025-04-13 07:29:49
6482,9,2,5771,2941.18,2025-12-15 15:33:20
6483,7,2,5772,2033.15,2025-11-22 19:57:56
6484,10,3,5773,2115.07,2025-05-14 01:53:57
6485,2,2,5773,2115.07,2025-05-14 01:57:57
6486,9,3,5774,1729.79,2025-07-24 04:02:50
6487,3,2,5774,1729.79,2025-07-24 04:06:50
6488,1,3,5775,18622.68,2025-05-14 18:34:43
6489,3,2,5775,18622.68,2025-05-14 18:38:43
6490,2,2,5776,672.41,2025-01-17 04:09:00
6491,6,2,5777,499.52,2025-10-25 16:30:56
6492,5,2,5778,786.36,2025-09-22 03:49:41
6493,4,3,5779,797.51,2025-06-07 11:42:33
6494,9,2,5779,797.51,2025-06-07 11:46:33
6495,9,2,5780,618.26,2025-03-09 19:06:47
6496,1,2,5781,740.34,2025-06-28 09:20:31
6497,9,3,5782,282.72,2025-01-30 01:08:52
6498,4,2,5782,282.72,2025-01-30 01:12:52
6499,10,2,5783,1285.81,2025-01-15 07:16:23
6500,7,2,5784,1092.04,2025-04-14 05:10:40
6501,1,2,5785,2643.38,2025-04-28 03:42:08
6502,6,2,5786,868.02,2025-06-10 19:04:02
6503,8,2,5787,4936.64,2025-09-21 00:33:27
6504,6,2,5788,645.19,2025-07-19 13:57:19
6505,2,2,5789,300.34,2025-12-29 08:15:11
6506,7,2,5790,2794.90,2025-05-17 06:47:45
6507,1,2,5791,3189.61,2025-04-29 08:38:20
6508,8,2,5792,700.07,2025-05-17 09:02:26
6509,9,2,5793,668.90,2025-01-29 15:00:10
6510,2,2,5794,4657.92,2025-11-16 11:31:33
6511,3,2,5795,1102.44,2025-05-20 12:07:11
6512,9,2,5796,2927.46,2025-12-22 17:41:46
6513,4,2,5797,8141.83,2025-09-12 23:13:41
6514,6,2,5798,2495.07,2025-01-23 21:53:28
6515,4,2,5799,1363.39,2025-02-06 06:54:09
6516,5,2,5800,1662.56,2025-05-27 21:36:34
6517,8,2,5801,1153.31,2025-11-16 02:36:15
6518,5,2,5802,1047.65,2025-12-19 01:15:38
6519,10,2,5803,15337.70,2025-07-13 04:19:48
6520,2,2,5804,6854.81,2025-07-21 15:10:33
6521,9,2,5805,654.40,2025-07-21 20:20:02
6522,1,2,5806,4277.77,2025-10-09 09:34:27
6523,1,2,5807,1756.78,2025-08-14 15:22:35
6524,7,2,5808,816.85,2025-05-31 11:59:08
6525,4,2,5809,438.94,2025-05-03 14:38:15
6526,3,2,5810,719.41,2025-02-27 17:08:48
6527,3,2,5811,2688.77,2025-12-12 14:02:24
6528,7,2,5812,1355.06,2025-12-15 02:13:14
6529,7,3,5813,8101.74,2025-06-11 17:27:06
6530,1,2,5813,8101.74,2025-06-11 17:31:06
6531,1,2,5814,26591.52,2025-02-16 06:48:24
6532,3,2,5815,548.55,2025-06-08 10:37:55
6533,2,2,5816,1623.35,2025-03-25 07:15:03
6534,5,2,5817,716.39,2025-11-11 07:59:04
6535,1,2,5818,2934.68,2025-08-14 18:49:30
6536,5,2,5819,1695.20,2025-03-29 04:52:24
6537,4,2,5820,11426.63,2025-02-15 21:42:39
6538,10,2,5821,648.30,2025-08-15 08:20:55
6539,4,2,5822,728.77,2025-04-01 17:41:43
6540,7,2,5823,1108.77,2025-03-15 21:17:26
6541,6,2,5824,1084.10,2025-03-29 06:58:01
6542,2,3,5825,2203.37,2025-06-29 15:42:57
6543,6,2,5825,2203.37,2025-06-29 15:46:57
6544,1,2,5826,1569.80,2025-04-04 08:02:32
6545,8,3,5827,6484.94,2025-09-15 06:10:55
6546,9,2,5827,6484.94,2025-09-15 06:14:55
6547,4,2,5828,2979.35,2025-10-09 13:25:02
6548,8,2,5829,407.17,2025-06-04 17:16:10
6549,1,3,5830,862.28,2025-11-25 15:23:24
6550,5,2,5830,862.28,2025-11-25 15:27:24
6551,6,2,5831,1011.51,2025-04-04 09:13:31
6552,7,2,5832,633.43,2025-10-14 10:07:40
6553,9,2,5833,1436.27,2025-02-26 09:12:00
6554,10,2,5834,493.64,2025-04-18 01:01:28
6555,10,2,5835,552.95,2025-08-30 02:55:03
6556,2,2,5836,2433.54,2025-05-06 05:14:29
6557,7,2,5837,1312.58,2025-02-01 20:40:11
6558,3,3,5838,882.51,2025-12-13 00:34:45
6559,6,2,5838,882.51,2025-12-13 00:38:45
6560,10,2,5839,992.79,2025-12-10 09:25:57
6561,7,2,5840,2046.09,2025-02-14 12:22:32
6562,9,2,5841,1244.44,2025-09-13 10:18:40
6563,6,2,5842,2717.93,2025-01-01 12:44:00
6564,7,2,5843,9071.23,2025-10-04 12:52:31
6565,10,2,5844,825.67,2025-06-09 03:25:19
6566,2,2,5845,1045.22,2025-01-24 23:27:37
6567,1,2,5846,22271.69,2025-10-27 21:54:18
6568,2,2,5847,551.13,2025-03-24 11:47:43
6569,1,2,5848,4958.13,2025-08-29 20:53:50
6570,3,2,5849,2210.30,2025-10-30 19:45:44
6571,2,2,5850,587.94,2025-01-23 18:10:36
6572,10,3,5851,481.62,2025-10-01 03:19:49
6573,7,2,5851,481.62,2025-10-01 03:23:49
6574,10,2,5852,595.70,2025-10-20 23:31:42
6575,1,3,5853,2801.87,2025-01-21 19:16:32
6576,2,2,5853,2801.87,2025-01-21 19:20:32
6577,4,3,5854,4917.26,2025-11-29 04:17:18
6578,2,2,5854,4917.26,2025-11-29 04:21:18
6579,2,2,5855,866.37,2025-11-15 16:35:37
6580,6,2,5856,1936.56,2025-06-23 13:39:52
6581,7,2,5857,609.50,2025-10-31 07:47:38
6582,8,2,5858,19419.49,2025-12-24 04:58:08
6583,5,2,5859,652.60,2025-10-11 10:56:47
6584,4,2,5860,730.56,2025-02-10 21:31:08
6585,2,2,5861,2082.09,2025-09-19 12:11:08
6586,6,2,5862,792.86,2025-12-01 01:12:12
6587,4,2,5863,39746.21,2025-06-20 15:27:35
6588,7,2,5864,481.85,2025-10-14 16:57:14
6589,4,2,5865,2985.79,2025-06-12 10:14:28
6590,7,2,5866,22374.04,2025-03-22 13:57:04
6591,6,2,5867,3522.10,2025-01-14 17:23:05
6592,6,2,5868,1872.62,2025-02-07 18:37:58
6593,6,2,5869,1782.03,2025-05-05 18:38:10
6594,9,2,5870,1146.05,2025-05-08 02:27:55
6595,9,2,5871,5652.76,2025-05-26 07:36:08
6596,8,2,5872,905.98,2025-09-06 08:08:19
6597,7,2,5873,3048.81,2025-09-28 08:39:26
6598,7,2,5874,1834.59,2025-03-05 15:18:50
6599,7,2,5875,906.45,2025-09-10 05:12:14
6600,5,2,5876,1737.59,2025-05-28 14:44:05
6601,5,3,5877,949.21,2025-10-08 17:37:20
6602,5,2,5877,949.21,2025-10-08 17:41:20
6603,4,2,5878,4095.67,2025-11-19 15:24:37
6604,2,2,5879,38425.28,2025-12-10 01:39:56
6605,6,2,5880,454.53,2025-12-21 14:57:51
6606,4,2,5881,1984.19,2025-05-20 13:29:17
6607,10,2,5882,1244.24,2025-11-01 23:56:19
6608,4,2,5883,9634.95,2025-12-01 16:02:08
6609,6,2,5884,997.19,2025-09-28 13:49:27
6610,5,2,5885,1858.80,2025-08-28 02:52:56
6611,10,2,5886,18611.96,2025-08-19 19:17:53
6612,3,2,5887,6833.21,2025-07-19 05:42:16
6613,2,2,5888,1974.21,2025-06-24 19:50:20
6614,3,2,5889,1758.02,2025-07-11 19:00:27
6615,1,2,5890,652.87,2025-04-27 13:20:47
6616,3,2,5891,3677.90,2025-04-19 06:25:14
6617,10,2,5892,3363.08,2025-12-20 12:38:47
6618,4,2,5893,2702.32,2025-02-18 04:30:56
6619,5,2,5894,946.25,2025-09-10 02:01:49
6620,5,2,5895,1102.78,2025-12-28 10:38:01
6621,6,2,5896,985.43,2025-12-05 07:48:50
6622,8,2,5897,17438.94,2025-07-18 05:13:32
6623,4,3,5898,1431.34,2025-11-06 15:26:50
6624,8,2,5898,1431.34,2025-11-06 15:30:50
6625,6,2,5899,1501.02,2025-04-13 07:06:33
6626,6,2,5900,1467.79,2025-04-14 17:10:18
6627,5,2,5901,1086.49,2025-02-11 02:30:58
6628,3,2,5902,2032.17,2025-03-28 15:09:23
6629,4,2,5903,1740.62,2025-04-24 19:15:18
6630,8,2,5904,1504.64,2025-12-31 02:35:49
6631,7,2,5905,1043.96,2025-11-10 03:13:55
6632,7,2,5906,3684.90,2025-11-20 07:47:32
6633,5,2,5907,4794.25,2025-08-25 19:26:31
6634,4,3,5908,4047.67,2025-05-09 21:31:32
6635,9,2,5908,4047.67,2025-05-09 21:35:32
6636,10,2,5909,571.88,2025-02-12 11:15:48
6637,9,2,5910,1819.60,2025-09-11 00:44:09
6638,3,2,5911,13336.37,2025-01-11 17:18:29
6639,2,2,5912,115.69,2025-10-19 17:37:14
6640,7,2,5913,657.66,2025-05-15 10:02:51
6641,6,3,5914,890.08,2025-10-16 10:06:57
6642,3,2,5914,890.08,2025-10-16 10:10:57
6643,6,2,5915,1781.18,2025-09-04 15:05:01
6644,4,2,5916,2351.59,2025-05-21 21:48:53
6645,9,2,5917,2479.31,2025-12-30 01:31:03
6646,3,2,5918,834.01,2025-11-12 21:34:25
6647,9,2,5919,683.84,2025-10-07 22:49:16
6648,9,2,5920,2824.78,2025-05-09 14:34:12
6649,10,2,5921,863.97,2025-01-16 13:26:03
6650,8,2,5922,2348.36,2025-03-06 07:39:53
6651,9,3,5923,16044.67,2025-01-06 19:53:13
6652,6,2,5923,16044.67,2025-01-06 19:57:13
6653,10,2,5924,1391.26,2025-07-10 13:30:36
6654,8,2,5925,6024.28,2025-12-13 18:36:25
6655,2,2,5926,3327.58,2025-07-07 06:37:16
6656,1,3,5927,2433.93,2025-05-08 06:38:56
6657,3,2,5927,2433.93,2025-05-08 06:42:56
6658,1,2,5928,1116.95,2025-05-17 11:23:13
6659,5,3,5929,635.81,2025-03-02 16:49:10
6660,9,2,5929,635.81,2025-03-02 16:53:10
6661,5,2,5930,1402.49,2025-06-13 09:22:10
6662,9,2,5931,2151.38,2025-06-23 05:43:52
6663,5,2,5932,2218.76,2025-12-02 05:36:19
6664,6,2,5933,17291.50,2025-06-19 04:04:20
6665,5,2,5934,917.76,2025-11-07 22:52:29
6666,4,2,5935,9408.65,2025-06-18 16:05:04
6667,6,2,5936,536.50,2025-04-19 12:42:35
6668,8,2,5937,11736.94,2025-09-30 10:11:32
6669,3,2,5938,1595.36,2025-12-25 18:27:28
6670,2,2,5939,5104.94,2025-05-02 11:21:06
6671,2,2,5940,3284.04,2025-03-27 10:11:57
6672,4,2,5941,685.52,2025-12-08 21:36:02
6673,10,2,5942,5114.69,2025-05-08 18:44:55
6674,10,2,5943,3216.21,2025-08-02 07:49:37
6675,8,2,5944,2709.92,2025-08-27 12:20:42
6676,6,2,5945,870.76,2025-08-13 00:49:11
6677,2,2,5946,460.58,2025-05-31 07:53:49
6678,3,2,5947,2889.55,2025-01-04 20:20:36
6679,9,2,5948,2574.62,2025-07-23 19:38:21
6680,4,2,5949,1743.04,2025-10-27 06:04:25
6681,2,2,5950,1007.92,2025-10-20 09:12:37
6682,7,2,5951,1329.92,2025-11-09 12:52:56
6683,3,2,5952,1562.85,2025-09-25 22:03:56
6684,8,2,5953,1209.16,2025-12-30 07:13:16
6685,3,3,5954,292.46,2025-04-09 16:12:15
6686,10,2,5954,292.46,2025-04-09 16:16:15
6687,4,2,5955,39589.39,2025-07-03 15:03:29
6688,5,2,5956,392.75,2025-01-12 16:37:59
6689,7,2,5957,1316.01,2025-06-17 04:19:56
6690,6,2,5958,1345.69,2025-05-24 10:16:11
6691,1,2,5959,1753.45,2025-11-02 07:12:04
6692,5,2,5960,1102.77,2025-05-09 23:45:08
6693,3,2,5961,595.87,2025-03-05 01:26:56
6694,5,2,5962,1012.42,2025-07-15 12:53:06
6695,9,3,5963,1742.64,2025-02-09 04:36:16
6696,2,2,5963,1742.64,2025-02-09 04:40:16
6697,7,2,5964,432.80,2025-12-20 11:41:46
6698,9,2,5965,2447.32,2025-06-10 00:48:31
6699,10,2,5966,924.70,2025-09-16 11:24:08
6700,8,2,5967,1075.32,2025-05-03 22:13:16
6701,9,3,5968,8827.65,2025-03-28 07:28:01
6702,9,2,5968,8827.65,2025-03-28 07:32:01
6703,3,2,5969,625.64,2025-07-16 16:04:02
6704,6,2,5970,1366.70,2025-09-23 12:17:47
6705,3,2,5971,1418.18,2025-03-05 01:53:29
6706,6,2,5972,3041.02,2025-09-11 10:10:17
6707,4,2,5973,1341.90,2025-05-08 16:02:44
6708,10,2,5974,938.63,2025-09-30 01:34:56
6709,1,2,5975,2118.70,2025-06-23 13:26:06
6710,6,2,5976,1702.16,2025-09-16 16:17:01
6711,6,2,5977,17748.90,2025-02-20 18:33:06
6712,1,2,5978,6298.63,2025-06-26 05:07:29
6713,10,2,5979,4579.92,2025-08-22 20:37:57
6714,4,2,5980,1005.12,2025-09-26 03:00:01
6715,6,2,5981,2719.08,2025-01-01 14:03:17
6716,2,2,5982,878.14,2025-09-12 04:41:28
6717,10,2,5983,18010.90,2025-03-15 22:55:27
6718,10,2,5984,4278.88,2025-12-01 09:50:14
6719,7,2,5985,318.19,2025-04-12 15:15:16
6720,9,2,5986,859.20,2025-07-19 14:53:19
6721,7,2,5987,1024.54,2025-03-05 17:33:31
6722,5,2,5988,1005.27,2025-01-11 14:27:39
6723,3,2,5989,586.92,2025-12-30 18:47:54
6724,2,2,5990,717.39,2025-10-11 20:26:27
6725,9,2,5991,2384.43,2025-02-04 21:58:06
6726,7,2,5992,3806.11,2025-08-27 06:28:39
6727,8,2,5993,1003.53,2025-01-28 08:57:04
6728,3,2,5994,2615.56,2025-01-04 15:23:28
6729,2,3,5995,1221.71,2025-01-19 08:10:39
6730,3,2,5995,1221.71,2025-01-19 08:14:39
6731,5,2,5996,1640.88,2025-04-19 19:26:05
6732,9,2,5997,10296.37,2025-10-13 02:03:30
6733,10,2,5998,1092.87,2025-03-13 08:58:44
6734,2,2,5999,1871.45,2025-06-20 06:55:54
6735,7,3,6000,530.36,2025-09-27 16:57:23
6736,7,2,6000,530.36,2025-09-27 17:01:23
6737,1,2,6001,2534.24,2025-12-11 10:28:42
6738,10,3,6002,2260.61,2025-06-15 14:27:42
6739,4,2,6002,2260.61,2025-06-15 14:31:42
6740,3,2,6003,1548.43,2025-01-16 22:34:18
6741,9,2,6004,733.10,2025-03-23 09:52:38
6742,10,2,6005,1187.76,2025-01-09 10:21:51
6743,6,2,6006,1575.16,2025-03-28 09:08:56
6744,2,3,6007,869.71,2025-05-28 19:01:09
6745,5,2,6007,869.71,2025-05-28 19:05:09
6746,10,2,6008,1628.84,2025-01-04 23:44:39
6747,10,2,6009,2263.82,2025-06-04 02:06:15
6748,5,2,6010,2064.46,2025-03-22 06:33:56
6749,9,2,6011,487.11,2025-10-15 07:37:27
6750,1,2,6012,692.59,2025-10-08 07:15:59
6751,6,2,6013,34057.46,2025-08-30 19:24:30
6752,6,2,6014,2029.05,2025-06-19 03:23:01
6753,9,2,6015,1501.88,2025-01-12 01:12:27
6754,8,2,6016,671.73,2025-10-10 12:43:44
6755,6,2,6017,1391.91,2025-01-21 05:24:50
6756,9,3,6018,572.62,2025-12-15 17:32:59
6757,4,2,6018,572.62,2025-12-15 17:36:59
6758,6,2,6019,1185.61,2025-04-27 01:13:40
6759,3,2,6020,1442.16,2025-07-16 09:56:49
6760,2,2,6021,863.28,2025-11-24 21:33:39
6761,3,2,6022,680.62,2025-07-06 10:28:07
6762,7,2,6023,677.13,2025-07-07 08:23:15
6763,1,2,6024,3504.94,2025-12-11 07:36:04
6764,1,2,6025,1550.46,2025-03-27 01:27:45
6765,5,2,6026,680.30,2025-02-13 01:06:50
6766,7,2,6027,1727.74,2025-04-05 01:23:40
6767,1,2,6028,4835.06,2025-05-25 03:08:37
6768,3,2,6029,7616.93,2025-06-03 23:47:21
6769,9,3,6030,19789.57,2025-03-12 01:29:51
6770,3,2,6030,19789.57,2025-03-12 01:33:51
6771,3,2,6031,4528.41,2025-05-26 08:20:23
6772,7,2,6032,1124.45,2025-02-12 20:10:22
6773,5,2,6033,9619.01,2025-07-02 23:54:17
6774,1,2,6034,387.29,2025-05-19 23:40:22
6775,8,2,6035,806.52,2025-10-25 01:21:57
6776,8,2,6036,3343.38,2025-03-22 12:53:52
6777,5,2,6037,9052.50,2025-03-11 04:46:31
6778,1,2,6038,2527.09,2025-11-23 13:14:00
6779,5,2,6039,1359.76,2025-06-10 12:05:00
6780,6,2,6040,1601.62,2025-06-11 06:47:43
6781,1,2,6041,988.09,2025-07-11 20:22:58
6782,9,2,6042,13265.66,2025-05-22 20:25:52
6783,7,2,6043,1493.86,2025-11-16 16:45:28
6784,10,2,6044,7232.94,2025-11-22 12:42:35
6785,4,2,6045,626.50,2025-01-09 21:19:20
6786,4,2,6046,1891.33,2025-07-20 13:06:59
6787,5,3,6047,1193.03,2025-11-14 22:52:02
6788,5,2,6047,1193.03,2025-11-14 22:56:02
6789,3,3,6048,1369.71,2025-05-12 00:20:31
6790,6,2,6048,1369.71,2025-05-12 00:24:31
6791,6,2,6049,2276.64,2025-04-01 12:52:23
6792,1,2,6050,2257.12,2025-05-26 22:38:05
6793,10,2,6051,1996.09,2025-08-12 21:52:59
6794,5,2,6052,844.47,2025-08-03 19:36:47
6795,2,2,6053,1124.59,2025-04-13 15:12:20
6796,10,2,6054,1299.42,2025-02-02 16:31:15
6797,3,2,6055,1357.01,2025-04-09 06:52:10
6798,8,2,6056,470.46,2025-01-08 21:52:11
6799,8,2,6057,328.70,2025-09-28 23:50:16
6800,3,2,6058,551.67,2025-03-15 21:37:12
6801,7,2,6059,950.39,2025-03-23 06:30:15
6802,6,2,6060,927.30,2025-03-12 04:19:38
6803,1,2,6061,652.72,2025-10-12 18:55:23
6804,10,2,6062,835.71,2025-01-04 19:43:36
6805,4,2,6063,1157.02,2025-12-26 23:25:54
6806,5,3,6064,1946.51,2025-01-24 04:25:12
6807,3,2,6064,1946.51,2025-01-24 04:29:12
6808,4,2,6065,717.33,2025-06-07 15:26:38
6809,1,2,6066,872.93,2025-12-25 09:31:09
6810,7,2,6067,2537.93,2025-08-01 14:06:51
6811,4,2,6068,425.38,2025-04-12 05:47:10
6812,7,2,6069,4638.67,2025-07-05 20:46:12
6813,7,2,6070,2494.38,2025-09-01 12:16:57
6814,3,2,6071,3267.93,2025-02-23 21:37:08
6815,8,3,6072,1087.52,2025-11-25 14:22:00
6816,9,2,6072,1087.52,2025-11-25 14:26:00
6817,2,2,6073,950.93,2025-05-07 13:40:08
6818,9,2,6074,2678.00,2025-09-08 18:46:02
6819,10,2,6075,980.78,2025-05-21 19:46:03
6820,3,2,6076,1122.62,2025-06-30 10:07:59
6821,5,2,6077,1669.32,2025-11-15 14:07:44
6822,8,3,6078,962.19,2025-12-28 03:10:48
6823,9,2,6078,962.19,2025-12-28 03:14:48
6824,2,2,6079,1584.73,2025-04-29 03:42:59
6825,7,2,6080,1493.69,2025-12-28 18:48:16
6826,5,3,6081,1151.48,2025-12-16 06:33:03
6827,1,2,6081,1151.48,2025-12-16 06:37:03
6828,10,2,6082,2877.38,2025-01-02 20:25:54
6829,6,2,6083,1018.56,2025-08-04 21:51:04
6830,1,2,6084,858.33,2025-12-20 16:50:06
6831,8,3,6085,1813.96,2025-11-21 16:58:42
6832,1,2,6085,1813.96,2025-11-21 17:02:42
6833,3,2,6086,1034.32,2025-05-18 06:31:37
6834,5,3,6087,1014.04,2025-11-01 04:21:40
6835,8,2,6087,1014.04,2025-11-01 04:25:40
6836,2,2,6088,648.00,2025-10-01 12:58:45
6837,9,2,6089,621.95,2025-10-02 05:32:59
6838,2,2,6090,1412.98,2025-10-21 02:56:08
6839,8,3,6091,2139.00,2025-05-16 15:41:35
6840,7,2,6091,2139.00,2025-05-16 15:45:35
6841,2,2,6092,6081.00,2025-01-12 03:31:05
6842,5,3,6093,15638.56,2025-06-07 04:01:33
6843,7,2,6093,15638.56,2025-06-07 04:05:33
6844,9,2,6094,3563.48,2025-04-27 08:53:00
6845,5,2,6095,785.48,2025-01-05 07:07:15
6846,2,2,6096,5228.85,2025-10-11 16:52:08
6847,5,2,6097,3462.18,2025-03-16 10:25:17
6848,5,2,6098,1885.03,2025-09-28 14:55:23
6849,10,2,6099,2734.96,2025-11-03 11:27:11
6850,1,2,6100,1703.33,2025-08-23 19:06:49
6851,4,2,6101,1784.71,2025-09-24 06:31:50
6852,7,2,6102,560.61,2025-07-29 14:06:24
6853,10,3,6103,639.22,2025-04-13 20:19:23
6854,9,2,6103,639.22,2025-04-13 20:23:23
6855,9,2,6104,1241.67,2025-12-29 15:40:35
6856,3,2,6105,846.32,2025-07-28 06:55:42
6857,2,2,6106,3385.65,2025-12-03 05:39:19
6858,6,3,6107,10998.74,2025-08-25 11:58:24
6859,6,2,6107,10998.74,2025-08-25 12:02:24
6860,2,2,6108,327.43,2025-05-21 10:10:51
6861,8,2,6109,1102.89,2025-05-25 10:39:11
6862,4,3,6110,10477.26,2025-01-20 04:24:27
6863,5,2,6110,10477.26,2025-01-20 04:28:27
6864,7,2,6111,1478.17,2025-05-19 06:09:46
6865,7,2,6112,480.80,2025-08-11 18:00:53
6866,6,2,6113,1118.72,2025-10-27 13:34:48
6867,7,3,6114,6190.56,2025-03-15 05:31:28
6868,3,2,6114,6190.56,2025-03-15 05:35:28
6869,1,2,6115,1073.43,2025-02-16 07:26:36
6870,9,2,6116,906.88,2025-06-14 23:00:13
6871,5,2,6117,320.14,2025-05-19 01:54:02
6872,5,2,6118,1493.58,2025-06-25 04:42:12
6873,8,2,6119,25845.93,2025-06-20 04:00:35
6874,1,2,6120,699.07,2025-06-04 07:29:32
6875,10,2,6121,639.68,2025-08-20 14:25:00
6876,3,2,6122,992.34,2025-06-16 17:34:41
6877,9,2,6123,301.65,2025-10-04 13:51:56
6878,1,3,6124,2782.82,2025-02-11 07:19:34
6879,2,2,6124,2782.82,2025-02-11 07:23:34
6880,7,2,6125,1810.96,2025-08-03 08:24:15
6881,10,2,6126,960.48,2025-10-06 04:29:28
6882,5,2,6127,394.02,2025-06-29 01:37:23
6883,6,2,6128,3341.09,2025-10-31 01:20:11
6884,9,2,6129,1783.18,2025-09-19 20:59:09
6885,9,3,6130,1349.06,2025-03-25 10:46:33
6886,1,2,6130,1349.06,2025-03-25 10:50:33
6887,8,3,6131,5903.34,2025-11-14 03:29:17
6888,1,2,6131,5903.34,2025-11-14 03:33:17
6889,9,2,6132,2321.39,2025-12-17 07:31:51
6890,10,2,6133,243.44,2025-02-25 06:18:52
6891,10,2,6134,819.29,2025-03-08 09:53:04
6892,10,2,6135,29524.55,2025-03-14 19:00:04
6893,6,2,6136,735.78,2025-08-25 11:13:20
6894,3,2,6137,19143.75,2025-06-09 11:51:08
6895,2,2,6138,654.08,2025-03-06 01:29:37
6896,2,2,6139,2298.34,2025-10-10 18:45:56
6897,5,2,6140,1601.11,2025-02-19 01:22:13
6898,10,2,6141,771.92,2025-12-20 07:53:51
6899,5,3,6142,1444.82,2025-10-01 12:01:00
6900,6,2,6142,1444.82,2025-10-01 12:05:00
6901,7,2,6143,551.88,2025-04-05 00:03:07
6902,8,2,6144,2341.63,2025-05-23 13:33:12
6903,1,3,6145,1814.87,2025-04-05 10:11:02
6904,1,2,6145,1814.87,2025-04-05 10:15:02
6905,6,2,6146,775.53,2025-02-26 13:53:24
6906,7,2,6147,13683.54,2025-01-01 23:00:28
6907,2,2,6148,16104.95,2025-09-16 03:57:16
6908,6,2,6149,5237.69,2025-02-10 23:30:35
6909,9,2,6150,1579.49,2025-02-18 14:48:07
6910,1,2,6151,431.34,2025-01-30 01:21:56
6911,3,2,6152,1654.97,2025-03-05 17:23:48
6912,6,2,6153,868.90,2025-07-03 02:27:46
6913,9,2,6154,4081.16,2025-01-03 16:29:55
6914,10,2,6155,7518.36,2025-03-22 06:02:28
6915,1,2,6156,1422.79,2025-11-29 18:19:06
6916,2,2,6157,860.95,2025-08-05 23:38:16
6917,2,2,6158,2441.25,2025-09-08 13:54:25
6918,6,2,6159,1077.24,2025-09-01 21:35:33
6919,9,2,6160,1536.15,2025-08-21 08:21:51
6920,4,2,6161,579.94,2025-01-02 04:32:14
6921,10,3,6162,472.77,2025-12-10 16:54:46
6922,7,2,6162,472.77,2025-12-10 16:58:46
6923,7,2,6163,18431.73,2025-11-18 18:10:24
6924,8,2,6164,539.46,2025-11-01 09:39:28
6925,10,2,6165,2188.14,2025-02-18 09:13:17
6926,10,3,6166,3628.07,2025-02-21 20:41:23
