shipment_status_history_id,shipment_id,shipment_status_id,status_from,status_to
23931,6035,4,2025-10-28 01:16:57,
23932,6036,1,2025-03-22 14:48:52,2025-03-23 12:48:52
23933,6036,2,2025-03-23 12:48:52,2025-03-24 12:48:52
23934,6036,3,2025-03-24 12:48:52,2025-03-25 12:48:52
23935,6036,4,2025-03-25 12:48:52,
23936,6037,1,2025-03-11 06:41:31,2025-03-12 04:41:31
23937,6037,2,2025-03-12 04:41:31,2025-03-13 04:41:31
23938,6037,3,2025-03-13 04:41:31,2025-03-14 04:41:31
23939,6037,4,2025-03-14 04:41:31,
23940,6038,1,2025-11-23 15:09:00,2025-11-24 13:09:00
23941,6038,2,2025-11-24 13:09:00,2025-11-25 13:09:00
23942,6038,3,2025-11-25 13:09:00,2025-11-26 13:09:00
23943,6038,4,2025-11-26 13:09:00,
23944,6039,1,2025-06-10 14:00:00,2025-06-11 12:00:00
23945,6039,2,2025-06-11 12:00:00,2025-06-12 12:00:00
23946,6039,3,2025-06-12 12:00:00,2025-06-13 12:00:00
23947,6039,4,2025-06-13 12:00:00,
23948,6040,1,2025-06-11 08:42:43,2025-06-12 06:42:43
23949,6040,2,2025-06-12 06:42:43,2025-06-13 06:42:43
23950,6040,3,2025-06-13 06:42:43,2025-06-14 06:42:43
23951,6040,4,2025-06-14 06:42:43,
23952,6041,1,2025-07-11 22:17:58,2025-07-12 20:17:58
23953,6041,2,2025-07-12 20:17:58,2025-07-13 20:17:58
23954,6041,3,2025-07-13 20:17:58,2025-07-14 20:17:58
23955,6041,4,2025-07-14 20:17:58,
23956,6042,1,2025-05-22 22:20:52,2025-05-23 20:20:52
23957,6042,2,2025-05-23 20:20:52,2025-05-24 20:20:52
23958,6042,3,2025-05-24 20:20:52,2025-05-25 20:20:52
23959,6042,4,2025-05-25 20:20:52,
23960,6043,1,2025-11-16 18:40:28,2025-11-17 16:40:28
23961,6043,2,2025-11-17 16:40:28,2025-11-18 16:40:28
23962,6043,3,2025-11-18 16:40:28,2025-11-19 16:40:28
23963,6043,4,2025-11-19 16:40:28,
23964,6044,1,2025-11-22 14:37:35,2025-11-23 12:37:35
23965,6044,2,2025-11-23 12:37:35,2025-11-24 12:37:35
23966,6044,3,2025-11-24 12:37:35,2025-11-25 12:37:35
23967,6044,4,2025-11-25 12:37:35,
23968,6045,1,2025-01-09 23:14:20,2025-01-10 21:14:20
23969,6045,2,2025-01-10 21:14:20,2025-01-11 21:14:20
23970,6045,3,2025-01-11 21:14:20,2025-01-12 21:14:20
23971,6045,4,2025-01-12 21:14:20,
23972,6046,1,2025-07-20 15:01:59,2025-07-21 13:01:59
23973,6046,2,2025-07-21 13:01:59,2025-07-22 13:01:59
23974,6046,3,2025-07-22 13:01:59,2025-07-23 13:01:59
23975,6046,4,2025-07-23 13:01:59,
23976,6047,1,2025-11-15 00:51:02,2025-11-15 22:51:02
23977,6047,2,2025-11-15 22:51:02,2025-11-16 22:51:02
23978,6047,3,2025-11-16 22:51:02,2025-11-17 22:51:02
23979,6047,4,2025-11-17 22:51:02,
23980,6048,1,2025-05-12 02:19:31,2025-05-13 00:19:31
23981,6048,2,2025-05-13 00:19:31,2025-05-14 00:19:31
23982,6048,3,2025-05-14 00:19:31,2025-05-15 00:19:31
23983,6048,4,2025-05-15 00:19:31,
23984,6049,1,2025-04-01 14:47:23,2025-04-02 12:47:23
23985,6049,2,2025-04-02 12:47:23,2025-04-03 12:47:23
23986,6049,3,2025-04-03 12:47:23,2025-04-04 12:47:23
23987,6049,4,2025-04-04 12:47:23,
23988,6050,1,2025-05-27 00:33:05,2025-05-27 22:33:05
23989,6050,2,2025-05-27 22:33:05,2025-05-28 22:33:05
23990,6050,3,2025-05-28 22:33:05,2025-05-29 22:33:05
23991,6050,4,2025-05-29 22:33:05,
23992,6051,1,2025-08-12 23:47:59,2025-08-13 21:47:59
23993,6051,2,2025-08-13 21:47:59,2025-08-14 21:47:59
23994,6051,3,2025-08-14 21:47:59,2025-08-15 21:47:59
23995,6051,4,2025-08-15 21:47:59,
23996,6052,1,2025-08-03 21:31:47,2025-08-04 19:31:47
23997,6052,2,2025-08-04 19:31:47,2025-08-05 19:31:47
23998,6052,3,2025-08-05 19:31:47,2025-08-06 19:31:47
23999,6052,4,2025-08-06 19:31:47,
24000,6053,1,2025-04-13 17:07:20,2025-04-14 15:07:20
24001,6053,2,2025-04-14 15:07:20,2025-04-15 15:07:20
24002,6053,3,2025-04-15 15:07:20,2025-04-16 15:07:20
24003,6053,4,2025-04-16 15:07:20,
24004,6054,1,2025-02-02 18:26:15,2025-02-03 16:26:15
24005,6054,2,2025-02-03 16:26:15,2025-02-04 16:26:15
24006,6054,3,2025-02-04 16:26:15,2025-02-05 16:26:15
24007,6054,4,2025-02-05 16:26:15,
24008,6055,1,2025-04-09 08:47:10,2025-04-10 06:47:10
24009,6055,2,2025-04-10 06:47:10,2025-04-11 06:47:10
24010,6055,3,2025-04-11 06:47:10,2025-04-12 06:47:10
24011,6055,4,2025-04-12 06:47:10,
24012,6056,1,2025-01-08 23:47:11,2025-01-09 21:47:11
24013,6056,2,2025-01-09 21:47:11,2025-01-10 21:47:11
24014,6056,3,2025-01-10 21:47:11,2025-01-11 21:47:11
24015,6056,4,2025-01-11 21:47:11,
24016,6057,1,2025-09-29 01:45:16,2025-09-29 23:45:16
24017,6057,2,2025-09-29 23:45:16,2025-09-30 23:45:16
24018,6057,3,2025-09-30 23:45:16,2025-10-01 23:45:16
24019,6057,4,2025-10-01 23:45:16,
24020,6058,1,2025-03-15 23:32:12,2025-03-16 21:32:12
24021,6058,2,2025-03-16 21:32:12,2025-03-17 21:32:12
24022,6058,3,2025-03-17 21:32:12,2025-03-18 21:32:12
24023,6058,4,2025-03-18 21:32:12,
24024,6059,1,2025-03-23 08:25:15,2025-03-24 06:25:15
24025,6059,2,2025-03-24 06:25:15,2025-03-25 06:25:15
24026,6059,3,2025-03-25 06:25:15,2025-03-26 06:25:15
24027,6059,4,2025-03-26 06:25:15,
24028,6060,1,2025-03-12 06:14:38,2025-03-13 04:14:38
24029,6060,2,2025-03-13 04:14:38,2025-03-14 04:14:38
24030,6060,3,2025-03-14 04:14:38,2025-03-15 04:14:38
24031,6060,4,2025-03-15 04:14:38,
24032,6061,1,2025-10-12 20:50:23,2025-10-13 18:50:23
24033,6061,2,2025-10-13 18:50:23,2025-10-14 18:50:23
24034,6061,3,2025-10-14 18:50:23,2025-10-15 18:50:23
24035,6061,4,2025-10-15 18:50:23,
24036,6062,1,2025-01-04 21:38:36,2025-01-05 19:38:36
24037,6062,2,2025-01-05 19:38:36,2025-01-06 19:38:36
24038,6062,3,2025-01-06 19:38:36,2025-01-07 19:38:36
24039,6062,4,2025-01-07 19:38:36,
24040,6063,1,2025-12-27 01:20:54,2025-12-27 23:20:54
24041,6063,2,2025-12-27 23:20:54,2025-12-28 23:20:54
24042,6063,3,2025-12-28 23:20:54,2025-12-29 23:20:54
24043,6063,4,2025-12-29 23:20:54,
24044,6064,1,2025-01-24 06:24:12,2025-01-25 04:24:12
24045,6064,2,2025-01-25 04:24:12,2025-01-26 04:24:12
24046,6064,3,2025-01-26 04:24:12,2025-01-27 04:24:12
24047,6064,4,2025-01-27 04:24:12,
24048,6065,1,2025-06-07 17:21:38,2025-06-08 15:21:38
24049,6065,2,2025-06-08 15:21:38,2025-06-09 15:21:38
24050,6065,3,2025-06-09 15:21:38,2025-06-10 15:21:38
24051,6065,4,2025-06-10 15:21:38,
24052,6066,1,2025-12-25 11:26:09,2025-12-26 09:26:09
24053,6066,2,2025-12-26 09:26:09,2025-12-27 09:26:09
24054,6066,3,2025-12-27 09:26:09,2025-12-28 09:26:09
24055,6066,4,2025-12-28 09:26:09,
24056,6067,1,2025-08-01 16:01:51,2025-08-02 14:01:51
24057,6067,2,2025-08-02 14:01:51,2025-08-03 14:01:51
24058,6067,3,2025-08-03 14:01:51,2025-08-04 14:01:51
24059,6067,4,2025-08-04 14:01:51,
24060,6068,1,2025-04-12 07:42:10,2025-04-13 05:42:10
24061,6068,2,2025-04-13 05:42:10,2025-04-14 05:42:10
24062,6068,3,2025-04-14 05:42:10,2025-04-15 05:42:10
24063,6068,4,2025-04-15 05:42:10,
24064,6069,1,2025-07-05 22:41:12,2025-07-06 20:41:12
24065,6069,2,2025-07-06 20:41:12,2025-07-07 20:41:12
24066,6069,3,2025-07-07 20:41:12,2025-07-08 20:41:12
24067,6069,4,2025-07-08 20:41:12,
24068,6070,1,2025-09-01 14:11:57,2025-09-02 12:11:57
24069,6070,2,2025-09-02 12:11:57,2025-09-03 12:11:57
24070,6070,3,2025-09-03 12:11:57,2025-09-04 12:11:57
24071,6070,4,2025-09-04 12:11:57,
24072,6071,1,2025-02-23 23:32:08,2025-02-24 21:32:08
24073,6071,2,2025-02-24 21:32:08,2025-02-25 21:32:08
24074,6071,3,2025-02-25 21:32:08,2025-02-26 21:32:08
24075,6071,4,2025-02-26 21:32:08,
24076,6072,1,2025-11-25 16:21:00,2025-11-26 14:21:00
24077,6072,2,2025-11-26 14:21:00,2025-11-27 14:21:00
24078,6072,3,2025-11-27 14:21:00,2025-11-28 14:21:00
24079,6072,4,2025-11-28 14:21:00,
24080,6073,1,2025-05-07 15:35:08,2025-05-08 13:35:08
24081,6073,2,2025-05-08 13:35:08,2025-05-09 13:35:08
24082,6073,3,2025-05-09 13:35:08,2025-05-10 13:35:08
24083,6073,4,2025-05-10 13:35:08,
24084,6074,1,2025-09-08 20:41:02,2025-09-09 18:41:02
24085,6074,2,2025-09-09 18:41:02,2025-09-10 18:41:02
24086,6074,3,2025-09-10 18:41:02,2025-09-11 18:41:02
24087,6074,4,2025-09-11 18:41:02,
24088,6075,1,2025-05-21 21:41:03,2025-05-22 19:41:03
24089,6075,2,2025-05-22 19:41:03,2025-05-23 19:41:03
24090,6075,3,2025-05-23 19:41:03,2025-05-24 19:41:03
24091,6075,4,2025-05-24 19:41:03,
24092,6076,1,2025-06-30 12:02:59,2025-07-01 10:02:59
24093,6076,2,2025-07-01 10:02:59,2025-07-02 10:02:59
24094,6076,3,2025-07-02 10:02:59,2025-07-03 10:02:59
24095,6076,4,2025-07-03 10:02:59,
24096,6077,1,2025-11-15 16:02:44,2025-11-16 14:02:44
24097,6077,2,2025-11-16 14:02:44,2025-11-17 14:02:44
24098,6077,3,2025-11-17 14:02:44,2025-11-18 14:02:44
24099,6077,4,2025-11-18 14:02:44,
24100,6078,1,2025-12-28 05:09:48,2025-12-29 03:09:48
24101,6078,2,2025-12-29 03:09:48,2025-12-30 03:09:48
24102,6078,3,2025-12-30 03:09:48,2025-12-31 03:09:48
24103,6078,4,2025-12-31 03:09:48,
24104,6079,1,2025-04-29 05:37:59,2025-04-30 03:37:59
24105,6079,2,2025-04-30 03:37:59,2025-05-01 03:37:59
24106,6079,3,2025-05-01 03:37:59,2025-05-02 03:37:59
24107,6079,4,2025-05-02 03:37:59,
24108,6080,1,2025-12-28 20:43:16,2025-12-29 18:43:16
24109,6080,2,2025-12-29 18:43:16,2025-12-30 18:43:16
24110,6080,3,2025-12-30 18:43:16,2025-12-31 18:43:16
24111,6080,4,2025-12-31 18:43:16,
24112,6081,1,2025-12-16 08:32:03,2025-12-17 06:32:03
24113,6081,2,2025-12-17 06:32:03,2025-12-18 06:32:03
24114,6081,3,2025-12-18 06:32:03,2025-12-19 06:32:03
24115,6081,4,2025-12-19 06:32:03,
24116,6082,1,2025-01-02 22:20:54,2025-01-03 20:20:54
24117,6082,2,2025-01-03 20:20:54,2025-01-04 20:20:54
24118,6082,3,2025-01-04 20:20:54,2025-01-05 20:20:54
24119,6082,4,2025-01-05 20:20:54,
24120,6083,1,2025-08-04 23:46:04,2025-08-05 21:46:04
24121,6083,2,2025-08-05 21:46:04,2025-08-06 21:46:04
24122,6083,3,2025-08-06 21:46:04,2025-08-07 21:46:04
24123,6083,4,2025-08-07 21:46:04,
24124,6084,1,2025-12-20 18:45:06,2025-12-21 16:45:06
24125,6084,2,2025-12-21 16:45:06,2025-12-22 16:45:06
24126,6084,3,2025-12-22 16:45:06,2025-12-23 16:45:06
24127,6084,4,2025-12-23 16:45:06,
24128,6085,1,2025-11-21 18:57:42,2025-11-22 16:57:42
24129,6085,2,2025-11-22 16:57:42,2025-11-23 16:57:42
24130,6085,3,2025-11-23 16:57:42,2025-11-24 16:57:42
24131,6085,4,2025-11-24 16:57:42,
24132,6086,1,2025-05-18 08:26:37,2025-05-19 06:26:37
24133,6086,2,2025-05-19 06:26:37,2025-05-20 06:26:37
24134,6086,3,2025-05-20 06:26:37,2025-05-21 06:26:37
24135,6086,4,2025-05-21 06:26:37,
24136,6087,1,2025-11-01 06:20:40,2025-11-02 04:20:40
24137,6087,2,2025-11-02 04:20:40,2025-11-03 04:20:40
24138,6087,3,2025-11-03 04:20:40,2025-11-04 04:20:40
24139,6087,4,2025-11-04 04:20:40,
24140,6088,1,2025-10-01 14:53:45,2025-10-02 12:53:45
24141,6088,2,2025-10-02 12:53:45,2025-10-03 12:53:45
24142,6088,3,2025-10-03 12:53:45,2025-10-04 12:53:45
24143,6088,4,2025-10-04 12:53:45,
24144,6089,1,2025-10-02 07:27:59,2025-10-03 05:27:59
24145,6089,2,2025-10-03 05:27:59,2025-10-04 05:27:59
24146,6089,3,2025-10-04 05:27:59,2025-10-05 05:27:59
24147,6089,4,2025-10-05 05:27:59,
24148,6090,1,2025-10-21 04:51:08,2025-10-22 02:51:08
24149,6090,2,2025-10-22 02:51:08,2025-10-23 02:51:08
24150,6090,3,2025-10-23 02:51:08,2025-10-24 02:51:08
24151,6090,4,2025-10-24 02:51:08,
24152,6091,1,2025-05-16 17:40:35,2025-05-17 15:40:35
24153,6091,2,2025-05-17 15:40:35,2025-05-18 15:40:35
24154,6091,3,2025-05-18 15:40:35,2025-05-19 15:40:35
24155,6091,4,2025-05-19 15:40:35,
24156,6092,1,2025-01-12 05:26:05,2025-01-13 03:26:05
24157,6092,2,2025-01-13 03:26:05,2025-01-14 03:26:05
24158,6092,3,2025-01-14 03:26:05,2025-01-15 03:26:05
24159,6092,4,2025-01-15 03:26:05,
24160,6093,1,2025-06-07 06:00:33,2025-06-08 04:00:33
24161,6093,2,2025-06-08 04:00:33,2025-06-09 04:00:33
24162,6093,3,2025-06-09 04:00:33,2025-06-10 04:00:33
24163,6093,4,2025-06-10 04:00:33,
24164,6094,1,2025-04-27 10:48:00,2025-04-28 08:48:00
24165,6094,2,2025-04-28 08:48:00,2025-04-29 08:48:00
24166,6094,3,2025-04-29 08:48:00,2025-04-30 08:48:00
24167,6094,4,2025-04-30 08:48:00,
24168,6095,1,2025-01-05 09:02:15,2025-01-06 07:02:15
24169,6095,2,2025-01-06 07:02:15,2025-01-07 07:02:15
24170,6095,3,2025-01-07 07:02:15,2025-01-08 07:02:15
24171,6095,4,2025-01-08 07:02:15,
24172,6096,1,2025-10-11 18:47:08,2025-10-12 16:47:08
24173,6096,2,2025-10-12 16:47:08,2025-10-13 16:47:08
24174,6096,3,2025-10-13 16:47:08,2025-10-14 16:47:08
24175,6096,4,2025-10-14 16:47:08,
24176,6097,1,2025-03-16 12:20:17,2025-03-17 10:20:17
24177,6097,2,2025-03-17 10:20:17,2025-03-18 10:20:17
24178,6097,3,2025-03-18 10:20:17,2025-03-19 10:20:17
24179,6097,4,2025-03-19 10:20:17,
24180,6098,1,2025-09-28 16:50:23,2025-09-29 14:50:23
24181,6098,2,2025-09-29 14:50:23,2025-09-30 14:50:23
24182,6098,3,2025-09-30 14:50:23,2025-10-01 14:50:23
24183,6098,4,2025-10-01 14:50:23,
24184,6099,1,2025-11-03 13:22:11,2025-11-04 11:22:11
24185,6099,2,2025-11-04 11:22:11,2025-11-05 11:22:11
24186,6099,3,2025-11-05 11:22:11,2025-11-06 11:22:11
24187,6099,4,2025-11-06 11:22:11,
24188,6100,1,2025-08-23 21:01:49,2025-08-24 19:01:49
24189,6100,2,2025-08-24 19:01:49,2025-08-25 19:01:49
24190,6100,3,2025-08-25 19:01:49,2025-08-26 19:01:49
24191,6100,4,2025-08-26 19:01:49,
24192,6101,1,2025-09-24 08:26:50,2025-09-25 06:26:50
24193,6101,2,2025-09-25 06:26:50,2025-09-26 06:26:50
24194,6101,3,2025-09-26 06:26:50,2025-09-27 06:26:50
24195,6101,4,2025-09-27 06:26:50,
24196,6102,1,2025-07-29 16:01:24,2025-07-30 14:01:24
24197,6102,2,2025-07-30 14:01:24,2025-07-31 14:01:24
24198,6102,3,2025-07-31 14:01:24,2025-08-01 14:01:24
24199,6102,4,2025-08-01 14:01:24,
24200,6103,1,2025-04-13 22:18:23,2025-04-14 20:18:23
24201,6103,2,2025-04-14 20:18:23,2025-04-15 20:18:23
24202,6103,3,2025-04-15 20:18:23,2025-04-16 20:18:23
24203,6103,4,2025-04-16 20:18:23,
24204,6104,1,2025-12-29 17:35:35,2025-12-30 15:35:35
24205,6104,2,2025-12-30 15:35:35,2025-12-31 15:35:35
24206,6104,3,2025-12-31 15:35:35,2026-01-01 15:35:35
24207,6104,4,2026-01-01 15:35:35,
24208,6105,1,2025-07-28 08:50:42,2025-07-29 06:50:42
24209,6105,2,2025-07-29 06:50:42,2025-07-30 06:50:42
24210,6105,3,2025-07-30 06:50:42,2025-07-31 06:50:42
24211,6105,4,2025-07-31 06:50:42,
24212,6106,1,2025-12-03 07:34:19,2025-12-04 05:34:19
24213,6106,2,2025-12-04 05:34:19,2025-12-05 05:34:19
24214,6106,3,2025-12-05 05:34:19,2025-12-06 05:34:19
24215,6106,4,2025-12-06 05:34:19,
24216,6107,1,2025-08-25 13:57:24,2025-08-26 11:57:24
24217,6107,2,2025-08-26 11:57:24,2025-08-27 11:57:24
24218,6107,3,2025-08-27 11:57:24,2025-08-28 11:57:24
24219,6107,4,2025-08-28 11:57:24,
24220,6108,1,2025-05-21 12:05:51,2025-05-22 10:05:51
24221,6108,2,2025-05-22 10:05:51,2025-05-23 10:05:51
24222,6108,3,2025-05-23 10:05:51,2025-05-24 10:05:51
24223,6108,4,2025-05-24 10:05:51,
24224,6109,1,2025-05-25 12:34:11,2025-05-26 10:34:11
24225,6109,2,2025-05-26 10:34:11,2025-05-27 10:34:11
24226,6109,3,2025-05-27 10:34:11,2025-05-28 10:34:11
24227,6109,4,2025-05-28 10:34:11,
24228,6110,1,2025-01-20 06:23:27,2025-01-21 04:23:27
24229,6110,2,2025-01-21 04:23:27,2025-01-22 04:23:27
24230,6110,3,2025-01-22 04:23:27,2025-01-23 04:23:27
24231,6110,4,2025-01-23 04:23:27,
24232,6111,1,2025-05-19 08:04:46,2025-05-20 06:04:46
24233,6111,2,2025-05-20 06:04:46,2025-05-21 06:04:46
24234,6111,3,2025-05-21 06:04:46,2025-05-22 06:04:46
24235,6111,4,2025-05-22 06:04:46,
24236,6112,1,2025-08-11 19:55:53,2025-08-12 17:55:53
24237,6112,2,2025-08-12 17:55:53,2025-08-13 17:55:53
24238,6112,3,2025-08-13 17:55:53,2025-08-14 17:55:53
24239,6112,4,2025-08-14 17:55:53,
24240,6113,1,2025-10-27 15:29:48,2025-10-28 13:29:48
24241,6113,2,2025-10-28 13:29:48,2025-10-29 13:29:48
24242,6113,3,2025-10-29 13:29:48,2025-10-30 13:29:48
24243,6113,4,2025-10-30 13:29:48,
24244,6114,1,2025-03-15 07:30:28,2025-03-16 05:30:28
24245,6114,2,2025-03-16 05:30:28,2025-03-17 05:30:28
24246,6114,3,2025-03-17 05:30:28,2025-03-18 05:30:28
24247,6114,4,2025-03-18 05:30:28,
24248,6115,1,2025-02-16 09:21:36,2025-02-17 07:21:36
24249,6115,2,2025-02-17 07:21:36,2025-02-18 07:21:36
24250,6115,3,2025-02-18 07:21:36,2025-02-19 07:21:36
24251,6115,4,2025-02-19 07:21:36,
24252,6116,1,2025-06-15 00:55:13,2025-06-15 22:55:13
24253,6116,2,2025-06-15 22:55:13,2025-06-16 22:55:13
24254,6116,3,2025-06-16 22:55:13,2025-06-17 22:55:13
24255,6116,4,2025-06-17 22:55:13,
24256,6117,1,2025-05-19 03:49:02,2025-05-20 01:49:02
24257,6117,2,2025-05-20 01:49:02,2025-05-21 01:49:02
24258,6117,3,2025-05-21 01:49:02,2025-05-22 01:49:02
24259,6117,4,2025-05-22 01:49:02,
24260,6118,1,2025-06-25 06:37:12,2025-06-26 04:37:12
24261,6118,2,2025-06-26 04:37:12,2025-06-27 04:37:12
24262,6118,3,2025-06-27 04:37:12,2025-06-28 04:37:12
24263,6118,4,2025-06-28 04:37:12,
24264,6119,1,2025-06-20 05:55:35,2025-06-21 03:55:35
24265,6119,2,2025-06-21 03:55:35,2025-06-22 03:55:35
24266,6119,3,2025-06-22 03:55:35,2025-06-23 03:55:35
24267,6119,4,2025-06-23 03:55:35,
24268,6120,1,2025-06-04 09:24:32,2025-06-05 07:24:32
24269,6120,2,2025-06-05 07:24:32,2025-06-06 07:24:32
24270,6120,3,2025-06-06 07:24:32,2025-06-07 07:24:32
24271,6120,4,2025-06-07 07:24:32,
24272,6121,1,2025-08-20 16:20:00,2025-08-21 14:20:00
24273,6121,2,2025-08-21 14:20:00,2025-08-22 14:20:00
24274,6121,3,2025-08-22 14:20:00,2025-08-23 14:20:00
24275,6121,4,2025-08-23 14:20:00,
24276,6122,1,2025-06-16 19:29:41,2025-06-17 17:29:41
24277,6122,2,2025-06-17 17:29:41,2025-06-18 17:29:41
24278,6122,3,2025-06-18 17:29:41,2025-06-19 17:29:41
24279,6122,4,2025-06-19 17:29:41,
24280,6123,1,2025-10-04 15:46:56,2025-10-05 13:46:56
24281,6123,2,2025-10-05 13:46:56,2025-10-06 13:46:56
24282,6123,3,2025-10-06 13:46:56,2025-10-07 13:46:56
24283,6123,4,2025-10-07 13:46:56,
24284,6124,1,2025-02-11 09:18:34,2025-02-12 07:18:34
24285,6124,2,2025-02-12 07:18:34,2025-02-13 07:18:34
24286,6124,3,2025-02-13 07:18:34,2025-02-14 07:18:34
24287,6124,4,2025-02-14 07:18:34,
24288,6125,1,2025-08-03 10:19:15,2025-08-04 08:19:15
24289,6125,2,2025-08-04 08:19:15,2025-08-05 08:19:15
24290,6125,3,2025-08-05 08:19:15,2025-08-06 08:19:15
24291,6125,4,2025-08-06 08:19:15,
24292,6126,1,2025-10-06 06:24:28,2025-10-07 04:24:28
24293,6126,2,2025-10-07 04:24:28,2025-10-08 04:24:28
24294,6126,3,2025-10-08 04:24:28,2025-10-09 04:24:28
24295,6126,4,2025-10-09 04:24:28,
24296,6127,1,2025-06-29 03:32:23,2025-06-30 01:32:23
24297,6127,2,2025-06-30 01:32:23,2025-07-01 01:32:23
24298,6127,3,2025-07-01 01:32:23,2025-07-02 01:32:23
24299,6127,4,2025-07-02 01:32:23,
24300,6128,1,2025-10-31 03:15:11,2025-11-01 01:15:11
24301,6128,2,2025-11-01 01:15:11,2025-11-02 01:15:11
24302,6128,3,2025-11-02 01:15:11,2025-11-03 01:15:11
24303,6128,4,2025-11-03 01:15:11,
24304,6129,1,2025-09-19 22:54:09,2025-09-20 20:54:09
24305,6129,2,2025-09-20 20:54:09,2025-09-21 20:54:09
24306,6129,3,2025-09-21 20:54:09,2025-09-22 20:54:09
24307,6129,4,2025-09-22 20:54:09,
24308,6130,1,2025-03-25 12:45:33,2025-03-26 10:45:33
24309,6130,2,2025-03-26 10:45:33,2025-03-27 10:45:33
24310,6130,3,2025-03-27 10:45:33,2025-03-28 10:45:33
24311,6130,4,2025-03-28 10:45:33,
24312,6131,1,2025-11-14 05:28:17,2025-11-15 03:28:17
24313,6131,2,2025-11-15 03:28:17,2025-11-16 03:28:17
24314,6131,3,2025-11-16 03:28:17,2025-11-17 03:28:17
24315,6131,4,2025-11-17 03:28:17,
24316,6132,1,2025-12-17 09:26:51,2025-12-18 07:26:51
24317,6132,2,2025-12-18 07:26:51,2025-12-19 07:26:51
24318,6132,3,2025-12-19 07:26:51,2025-12-20 07:26:51
24319,6132,4,2025-12-20 07:26:51,
24320,6133,1,2025-02-25 08:13:52,2025-02-26 06:13:52
24321,6133,2,2025-02-26 06:13:52,2025-02-27 06:13:52
24322,6133,3,2025-02-27 06:13:52,2025-02-28 06:13:52
24323,6133,4,2025-02-28 06:13:52,
24324,6134,1,2025-03-08 11:48:04,2025-03-09 09:48:04
24325,6134,2,2025-03-09 09:48:04,2025-03-10 09:48:04
24326,6134,3,2025-03-10 09:48:04,2025-03-11 09:48:04
24327,6134,4,2025-03-11 09:48:04,
24328,6135,1,2025-03-14 20:55:04,2025-03-15 18:55:04
24329,6135,2,2025-03-15 18:55:04,2025-03-16 18:55:04
24330,6135,3,2025-03-16 18:55:04,2025-03-17 18:55:04
24331,6135,4,2025-03-17 18:55:04,
24332,6136,1,2025-08-25 13:08:20,2025-08-26 11:08:20
24333,6136,2,2025-08-26 11:08:20,2025-08-27 11:08:20
24334,6136,3,2025-08-27 11:08:20,2025-08-28 11:08:20
24335,6136,4,2025-08-28 11:08:20,
24336,6137,1,2025-06-09 13:46:08,2025-06-10 11:46:08
24337,6137,2,2025-06-10 11:46:08,2025-06-11 11:46:08
24338,6137,3,2025-06-11 11:46:08,2025-06-12 11:46:08
24339,6137,4,2025-06-12 11:46:08,
24340,6138,1,2025-03-06 03:24:37,2025-03-07 01:24:37
24341,6138,2,2025-03-07 01:24:37,2025-03-08 01:24:37
24342,6138,3,2025-03-08 01:24:37,2025-03-09 01:24:37
24343,6138,4,2025-03-09 01:24:37,
24344,6139,1,2025-10-10 20:40:56,2025-10-11 18:40:56
24345,6139,2,2025-10-11 18:40:56,2025-10-12 18:40:56
24346,6139,3,2025-10-12 18:40:56,2025-10-13 18:40:56
24347,6139,4,2025-10-13 18:40:56,
24348,6140,1,2025-02-19 03:17:13,2025-02-20 01:17:13
24349,6140,2,2025-02-20 01:17:13,2025-02-21 01:17:13
24350,6140,3,2025-02-21 01:17:13,2025-02-22 01:17:13
24351,6140,4,2025-02-22 01:17:13,
24352,6141,1,2025-12-20 09:48:51,2025-12-21 07:48:51
24353,6141,2,2025-12-21 07:48:51,2025-12-22 07:48:51
24354,6141,3,2025-12-22 07:48:51,2025-12-23 07:48:51
24355,6141,4,2025-12-23 07:48:51,
24356,6142,1,2025-10-01 14:00:00,2025-10-02 12:00:00
24357,6142,2,2025-10-02 12:00:00,2025-10-03 12:00:00
24358,6142,3,2025-10-03 12:00:00,2025-10-04 12:00:00
24359,6142,4,2025-10-04 12:00:00,
24360,6143,1,2025-04-05 01:58:07,2025-04-05 23:58:07
24361,6143,2,2025-04-05 23:58:07,2025-04-06 23:58:07
24362,6143,3,2025-04-06 23:58:07,2025-04-07 23:58:07
24363,6143,4,2025-04-07 23:58:07,
24364,6144,1,2025-05-23 15:28:12,2025-05-24 13:28:12
24365,6144,2,2025-05-24 13:28:12,2025-05-25 13:28:12
24366,6144,3,2025-05-25 13:28:12,2025-05-26 13:28:12
24367,6144,4,2025-05-26 13:28:12,
24368,6145,1,2025-04-05 12:10:02,2025-04-06 10:10:02
24369,6145,2,2025-04-06 10:10:02,2025-04-07 10:10:02
24370,6145,3,2025-04-07 10:10:02,2025-04-08 10:10:02
24371,6145,4,2025-04-08 10:10:02,
24372,6146,1,2025-02-26 15:48:24,2025-02-27 13:48:24
24373,6146,2,2025-02-27 13:48:24,2025-02-28 13:48:24
24374,6146,3,2025-02-28 13:48:24,2025-03-01 13:48:24
24375,6146,4,2025-03-01 13:48:24,
24376,6147,1,2025-01-02 00:55:28,2025-01-02 22:55:28
24377,6147,2,2025-01-02 22:55:28,2025-01-03 22:55:28
24378,6147,3,2025-01-03 22:55:28,2025-01-04 22:55:28
24379,6147,4,2025-01-04 22:55:28,
24380,6148,1,2025-09-16 05:52:16,2025-09-17 03:52:16
